ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
19	GMCI	19-GMCI-000041		LABORATORIOS PEYTE S.A.	INV#2019HDC0159/ISTA PEYTE/SEGUI 25398	19001TRM4003845D	08/10/2019	PEYTE_TRM4 #4_DEL 2019 // CTR :HDMU5508450  //ETA 06/10 A T.4// BUQUE: MAERSK LIMA // EQUIPO :  GEN SET // IMO
19	GMCI	19-GMCI-000040		LABORATORIOS PEYTE S.A.	INV#CSS20190801/ISTA PEYTE/IM17763	19001TRM4003644A	26/09/2019	 
19	GMCI	19-GMCI-000039		MULTI HOUSING LAUNDRY S.A.	INV# I-337497	20001IC04007281H	13/01/2020	IMPORTACION // FCL #2 // LAVADORAS-SECADORAS SIMPLES Y DOBLES// ETA :  // BUQUE : // TERMINAL :  //BL:  //
19	GMCI	19-GMCI-000038		LABORATORIOS PEYTE S.A.	INV#19RA691/ISTA PEYTE/IM24964	19001TRM4003461U	13/09/2019	PEYTE_TRM4 #2_DEL 2019 // CTR :TTNU1632387  //ETA 09/09 A EXO// BUQUE: MSC CATERINA // CARGA IMO // SENASA MADERA.
19	GMCI	19-GMCI-000037		COTAGRO COOPERATIVA AGROPECUARIA LI	OPCBA18783-# EPL/LTM/030/19-20	19001TRM4003438B	11/09/2019	ISTA-COTAGRO_TRM4 #1_DEL 2019 // CTR :TCLU6711745  // ETA 06/09 A T.4 // BUQUE: MAERSK LOTA //SENASA MADERA.
19	GMCI	19-GMCI-000036		BRONWAY TECHNOLOGY S.A.	IM: 17609 //INV#000294/295/ISTA BRONWAY	19001TRM4003387E	09/09/2019	BRONWAY_TRM4 #1_DEL 2019 // CTR :MRKU7630474  // ETA 06/09 A T.4 // BUQUE: MAERSK LOTA //SENASA MADERA.
19	GMCI	19-GMCI-000035		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 76	19001IC05016775B	29/08/2019	4901 AGOSTO
19	GMCI	19-GMCI-000034		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 77	19001IC05016783A	29/08/2019	4903 AGOSTO
19	GMCI	19-GMCI-000031		DOUSSET ALBERTO GUILLERMO	IMPO AEREA-PROVEEDORES VARIOS	19073IC04125734F	11/09/2019	INV#14598438001023433 // HY20190612 // 2019060701 // AEREO CHINA. MAQUINA PARA PROYECTAR POLIURETANO // ESTABILIZADORES // COMPRESORES
19	GMCI	19-GMCI-000030		LEDARGSA S.A.	INV# 04395-96-97-98-99	19001IC04154289D	02/09/2019	CONTENEDOR# 05/19  // ZIMUPAN35789 // CTR : CRSU1067900 // ETA: 02/09- T.4 // MAERSK LEON
19	GMCI	19-GMCI-000029		GM CARGO SRL	REEMBARCO_MIAMI_INV#20190122	19001RE04000069A	20/08/2019	DEVOLUCIÓN A ORIGEN, REEMBARCO+PARTICULAR+CUSTODIA BUQUE DE EXPORTACION: NORTHERN MAGNITUDE (T4) ETA 07/09/2019 HLXU524737/7.
19	GMCI	19-GMCI-000028		ARO PLASTYC S.A.S	INV#IN041265 /ISTA-OPCBA-18524	19001TRM4003143R	26/08/2019	ARO PLASTYC SA_TRM4 #1_DEL 2019 // CTR :DFSU7106620 //ETA 22/08 A EXO// BUQUE: BUXCOAST//MBL : MEDUBK785369 // HBL : ECCI-MIA-BUE-04-2T6778
19	GMCI	19-GMCI-000027		GM CARGO SRL	REEMBARCO_MIAMI_INV#20190114	19001RE04000068W	20/08/2019	DEVOLUCIÓN A ORIGEN, REEMBARCO+PARTICULAR+CUSTODIA BUQUE DE EXPORTACION: NORTHERN MAGNITUDE (T4) ETA 07/09/2019 HLXU524737/7
19	GMCI	19-GMCI-000026		EFEPE S.A.	VALO INT.CO.,LTD. V-190707	19001IC04181329V	10/10/2019	ROI Nº 90739
19	GMCI	19-GMCI-000024		MULTI HOUSING LAUNDRY S.A.	I-333697 CONTINENTAL GIRBAU INC.	19001IC04188427E	22/10/2019	IMPORTACION // FCL#1// LAVADORAS-SECADORAS SIMPLES Y DOBLES// ETA :18/10  // BUQUE :BUXCOAST// EXOLGAN //BL: JCCM20376 //
19	GMCI	19-GMCI-000023		SER VERDE S.R.L.	MIBET#MBTPI-17051601	19001IC04129252S	26/07/2019	IMPORTACION#1/2019 // LCL // PARTES DE PERFILERIA // DESCONSOLIDA EN GEMEZ II
19	GMCI	19-GMCI-000022		INGEMAR S.A.	INV#191001590/ISTA INGEMAR	19001TRM4002525U	15/07/2019	INGEMAR S.A._TRM4 #1_DEL 2019 // CTR :ZIMU1297253  //ETA 13/07 A EXOLGAN / BUQUE: MSC FIAMMETTA //  SENASA MADERA.
19	GMCI	19-GMCI-000021		PROEME	PROEME_JULIO19	19001SIMI200139J	22/07/2019	 
19	GMCI	19-GMCI-000019		CYPRES SA	LATINBOOKS INTERNATIONAL A 68	19001IC05012441K	10/07/2019	 
19	GMCI	19-GMCI-000018		LEDARGSA S.A.	INV# 04349-50-51-52-53.	19001IC04115389B	10/07/2019	CONTENEDOR# 04/19  // ZIMUPAN35683 // CTR : TRHU1375058 // ETA: 04/07- EXOLGAN // MSC VIGO
19	GMCI	19-GMCI-000017		LABORATORIOS PEYTE S.A.	INV#WTL19ME0041/ISTA PEYTE	19001TRM4002408U	05/07/2019	PEYTE_TRM4 #1_DEL 2019 // CTR :CMAU0608633  //ETA 28/06 A T.5// BUQUE: VALENCE // CARGA IMO // SENASA MADERA.
19	GMCI	19-GMCI-000016		CYPRES SA	LATINBOOKS INTERNATIONAL A 64	19001IC05011210D	19/06/2019	 
19	GMCI	19-GMCI-000014		EFEPE S.A.	VALO INT.CO., LTD V-190505	19001IC04135829C	06/08/2019	 
19	GMCI	19-GMCI-000013		CIRCULO LATINO AUSTRAL S.A	CADIEX INTERNATIONAL A 3	19001IC05009369C	27/05/2019	 
19	GMCI	19-GMCI-000012		LEDARGSA S.A.	INV # 04254-55-56-57-58.	19001IC04087685X	27/05/2019	CONTENEDOR# 03/19  // ZIMUPAN35576 // CTR : TCNU2756158 // ETA: 24/05- EXOLGAN // SKIATHOS
19	GMCI	19-GMCI-000011		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A.  00000113	19001IC04119334S	15/07/2019	PUNTOCOM EDITORA S.A.  (BRIJBASI)
19	GMCI	19-GMCI-000010		CYPRES SA	LATINBOOOKS INTERNATIONAL S.A. A 54	19001IC05007401K	29/04/2019	camion 4901 + 4903 ABRIL
19	GMCI	19-GMCI-000008		MULTI HOUSING LAUNDRY S.A.	LAVADORAS INV# I-327511	19073IC04055738L	25/04/2019	 
19	GMCI	19-GMCI-000006		CELULOSA CANNING SA		19001SIMI303366P	23/10/2019	 
19	GMCI	19-GMCI-000005		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 44	19001IC05003103F	25/02/2019	Pedido Febrero 4901
19	GMCI	19-GMCI-000004		PROEME	PROEME_PEDIDO MARZO 2019	19001SIMI071518Z	18/03/2019	 
19	GMCI	19-GMCI-000003		LEDARGSA S.A.	INV# 04152-04153-04154-04155	19001IC04038009R	07/03/2019	CONTENEDOR# 02/19  // HLCUPTY190143759 // CTR : UACU3178971// ETA: 01/03 EXOLGAN //MALLECO
19	GMCI	19-GMCI-000002		LEDARGSA S.A.	INV# 04148-04149-04150-04151	19001IC04037747C	06/03/2019	CONTENEDOR# 01/19  // HLCUPTY190143770 // CTR : UACU4010391// ETA: 01/03 EXOLGAN //MALLECO
19	GMCI	19-GMCI-000001		BORATEX SRL	SH181008-1/IMPO#1_DEL2019	19001IC04026233N	12/02/2019	AGUJAS
18	GMCI	18-GMCI-000110		CYPRES SA	LATINBOOKS INTERNATIONAL SA A 52	19001IC05006370Y	15/04/2019	4903-MARZO 2019
18	GMCI	18-GMCI-000109		SER VERDE S.R.L.	INV# 2018HKCHINT1057	19001IC04018199C	29/01/2019	IMPORTACION  #3/2018 // PANELES// ETA : 27/01 // BUQUE : SAN FERNANDO// T.4  //CTR: TLLU530779// SENASA MADERA
18	GMCI	18-GMCI-000108		SER VERDE S.R.L.	INV# MBT-20180904-A	19001IC04018378B	29/01/2019	IMPORTACION  #2/2018 // PERFILES // ETA : 25/01 //BUQUE: VALOR//T.5 .
18	GMCI	18-GMCI-000107		MULTI HOUSING LAUNDRY S.A.	i-335561	19001IC04204987E	15/11/2019	REPUESTOS
18	GMCI	18-GMCI-000106		SER VERDE S.R.L.	INV# 1599000109// SER VERDE S.R.L // IMPO#1	19001IC04014039Y	22/01/2019	IMPORTACION  #1/2018 // INVERTERS Y CABLES // ETA : 14/01 UASC ZAMZAM // EXOLGAN // TRASLADA A MERCOCARGA.
18	GMCI	18-GMCI-000105		SERVIDIO PABLO ANTONIO	LOGOSOL AB INVOICE : 359572/359573	19001IC04052993C	28/03/2019	LOGOSOL Nº PEDIDO 280404 + 281814
18	GMCI	18-GMCI-000104		GM CARGO SRL	INV#00005-00000003	18001TR06000689B	27/12/2018	TR06 // CANCELA : 18001IDA4010681H // GMCI 99
18	GMCI	18-GMCI-000103		LABORATORIOS PEYTE S.A.	INV#JA2018092802/ISTA PEYTE	19001TRM4000023L	02/01/2019	PEYTE_TRM4 #9_DEL 2018 // CTR :SEGU1429529  //ETA 25/12_ A T.4// BUQUE: MOL BENEFACTOR.
18	GMCI	18-GMCI-000102		MULTI HOUSING LAUNDRY S.A.	INV# I-322534	19001IC04041484S	12/03/2019	SECADORAS // DOBLE Y SIMPLE // SENASA MADERA
18	GMCI	18-GMCI-000101		EFEPE S.A.	VALO INTERNATIONAL  CO., LTD. V-181204	19001IC04046543T	19/03/2019	VALO INTERNATIONAL ·LF-323-18+405-18  
18	GMCI	18-GMCI-000099		GM CARGO SRL	INV#A/293	18001IDA4010681H	18/12/2018	TR04 // ACEITES // GRASAS PARA ENGRANAJES Y MOTORES MARINOS. // ETA 03/12 // FISCAL MILO
18	GMCI	18-GMCI-000098		GM CARGO SRL	ISTA PERTILCO_#FTCNH180047997	18008TRM4000606B	27/11/2018	TRM4 Nº 8=  DE ZARATE / CAMPANA  A UY_NEW CASE IH MAGNUM 340 TRACTOR SN ZJRF02247
18	GMCI	18-GMCI-000097		CYPRES SA	LATINBOOKS INTERNATIONAL A 41	19001IC05000242G	07/01/2019	LATINBOOKS 4901 DICIEMBRE
18	GMCI	18-GMCI-000096		CYPRES SA	LATINBOOKS INTERNARIONAL S.A. A 32	18001IC05025973A	10/12/2018	LATINBOOKS 4903 NOVIEMBRE
18	GMCI	18-GMCI-000095		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 31	18001IC05025963W	10/12/2018	LATINBOOKS 4901 NOVIEMBRE
18	GMCI	18-GMCI-000094		LABORATORIOS PEYTE S.A.	INV#WTL18ME0076/ISTA PEYTE	18001TRM4006793H	13/11/2018	PEYTE_TRM4 #8_DEL 2018 // CTR :CAIU6603071  //ETA 11/11 A T.4// BUQUE: SANTOS EXPRESS // CARGA IMO
18	GMCI	18-GMCI-000093		GM CARGO SRL	ISTA PERTILCO_I#FTCNH180051925	18008TRM4000600S	21/11/2018	TRM4 Nº 7=  DE ZARATE / CAMPANA  A UY_NEW CASE IH 3230 SPRAYER
18	GMCI	18-GMCI-000092		PROEME	PROEME_DICIEMBRE 2018	18001SIMI363527T	13/11/2018	 
18	GMCI	18-GMCI-000091		NUEVO CENTRAL ARGENTINO S.A.	INV#10449/1	18073TRM4005101V	07/11/2018	NUEVO CENTRAL ARGENTINO S.A._TRM4 #1_DEL 2018 // AWB:LE202722 // ISTA EZEIZA-ROSARIO
18	GMCI	18-GMCI-000090		EL DORADO S.A.	INV#CI18WG904-1EL	18073TRM4005095K	07/11/2018	EL DORADO S.A._TRM4 #1_DEL 2018 // AWB:322993 // ISTA EZEIZA-ROSARIO
18	GMCI	18-GMCI-000088		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. 0000000109	18001IC04255840U	04/12/2018	THE WORLD OF POCOYO 1X40 
18	GMCI	18-GMCI-000087		LABORATORIOS PEYTE S.A.	INV#FG188353/ISTA PEYTE	18001TRM4006532V	30/10/2018	PEYTE_TRM4 #7_DEL 2018 // CTR :TRHU2776902  //ETA 25/10 A T.5// BUQUE: COSCO SHIPPING VOLGA // CARGA IMO
18	GMCI	18-GMCI-000086		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. 0000000108	18001IC04252221K	26/11/2018	 OSITOS CARIÑOSITOS 1 X 40
18	GMCI	18-GMCI-000085		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. 0000000107	18001IC04249162U	21/11/2018	OSITOS + POCOYO
18	GMCI	18-GMCI-000083		EPIFANIO JIMENEZ E HIJOS S.A.	INV#001-002-001458/OPCBA_17136	18001TRM4006258D	12/10/2018	CACAO EN POLVO// MSC ELODIE // ETA 01/10 // EXOLGAN // CTR :HLXU1153747 // BL : HLCUGYE180844640
18	GMCI	18-GMCI-000082		LABORATORIOS PEYTE S.A.	INV#18RA764 / ISTA PEYTE	18001TRM4005878K	21/09/2018	PEYTE_TRM4 #6_DEL 2018 // CTR :HASU1082632 //ETA 17/09 A EXOLGAN// BUQUE: MOL LONDRINA
18	GMCI	18-GMCI-000081		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 23	18001IC05021404X	27/09/2018	 
18	GMCI	18-GMCI-000080		TERMOPLASTICA ROSARIO SRL	TR04 TERMOPLASTICA	18001TR04002960Z	28/09/2018	LCL 8PKGS 2474KGS, 2.81CBM GEMEZ/PORTAR(ROSARIO)
18	GMCI	18-GMCI-000078		LABORATORIOS PEYTE S.A.	INV#WTL18ME0046 / ISTA PEYTE	18001TRM4005758H	17/09/2018	PEYTE_TRM4 #5_DEL 2018 // CTR :MSKU7038765 // ETA 10/09 A EXOLGAN// BUQUE : MAERSK LAGUNA
18	GMCI	18-GMCI-000077		LEDARGSA S.A.	INV#03959 Y 03960	18001IC04210778V	26/09/2018	CONTENEDOR# 08/18  // HLCUPTY180843528// CTR :FCIU2451615//ETA : 21/09 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000076		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_17079//INV#18AF8Z80026	18001TRM4005381W	03/09/2018	GRÁNULOS DE AJO DESHIDRATADOS / DESHIDRATADO EN POLVO DE AJO// CMA CGM RODOLPHE // ETA 31/08 // BACTSSA // CTR :YMMU1098795 // BL : YMLUB236006992
18	GMCI	18-GMCI-000075		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 22	18001IC05021407L	27/09/2018	LATINBOOKS INTERNATIONAL 4903 SEPTIEMBRE
18	GMCI	18-GMCI-000074		NOVELIBRO SA	VERONICA VAZQUEZ SARAVIA 282460	18001IC04200499U	11/09/2018	 
18	GMCI	18-GMCI-000073		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA SA 0000000104	18001IC04217846B	05/10/2018	 
18	GMCI	18-GMCI-000072		LABORATORIOS PEYTE S.A.	IM14720_PEYTE TRAM04-2018	18001TRM4005524V	07/09/2018	PEYTE_TRM4 #4_DEL 2018 // CTR :PCIU2567082 // ETA  04/09 A T.5 // BUQUE : KOTA GANTENG
18	GMCI	18-GMCI-000070		LABORATORIOS PEYTE S.A.	INV#GHYD18358/ISTA PEYTE	18001TRM4005301Y	28/08/2018	PEYTE_TRM4 #3_DEL 2018 // CTR :TGHU5224504 // ETA 26/08 A T.4 // BUQUE : CAP SAN JUAN
18	GMCI	18-GMCI-000068		LABORATORIOS PEYTE S.A.	INV#9150006378/ISTA PEYTE	18001TRM4005253U	27/08/2018	PEYTE_TRM4 #2_DEL 2018 // CTR :ZIMU1288225 // ETA 24/08 A EXO // BUQUE : MSC BARCELONA
18	GMCI	18-GMCI-000066		LEDARGSA S.A.	INV# 03956 / 03957 Y 03958	18001IC04210724M	26/09/2018	CONTENEDOR# 07/18  // HLCUPTY180843517// CTR :UACU3861083//ETA : 21/09 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000065		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16986 // INV#18UWN3067	18001TRM4005113P	21/08/2018	PAPEL FILTRO // MSC CADIZ // ETA 17/08 // EXOLGAN // CTR :BSIU2193288 // BL : MEDUBT662385
18	GMCI	18-GMCI-000064		ASOCIACION HIJAS DE SAN PABLO	LUNGA	18073SIMI155891X	09/08/2018	 
18	GMCI	18-GMCI-000062		CYPRES SA	LATINBOOKS INTERNATIONAL GROUP 0000000126	18001IC04206812P	19/09/2018	PEDIDO AGOSTO MARITIMO
18	GMCI	18-GMCI-000061		LABORATORIOS PEYTE S.A.	INV# 118130207 // ISTA PEYTE	18001TRM4004810S	07/08/2018	PEYTE_TRM4 #1_DEL 2018 // CTR :ZIMU3071460// ETA 28/07 A T.4 // BUQUE : SAN FERNANDO
18	GMCI	18-GMCI-000060		BORATEX SRL	INV#9265813	18073IC04124643C	31/07/2018	PLATINAS
18	GMCI	18-GMCI-000059		LEDARGSA S.A.	INV# 03954 Y 03955.	18001IC04210690Y	26/09/2018	CONTENEDOR# 06/18  // HLCUPTY180843506// CTR :FCIU3890382//ETA : 21/09 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000058		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16791 /INV#18UWN2450	18001TRM4004292W	16/07/2018	PAPEL FILTRO// CTR: FSCU3723337 //ETA: 12/07 EN EXOLGAN //  SENASA MADERA // BUQUE: MSC MARGARITA
18	GMCI	18-GMCI-000057		COACH ARGENTINA S.A.	INV # FV18-26213	18001IC04177657G	10/08/2018	DIGIPRINT SUPPLIES
18	GMCI	18-GMCI-000056		LEDARGSA S.A.	INV# 03879/03880 Y 03881	18001IC04167496G	30/07/2018	CONTENEDOR# 05/18  // HLCUPTY180643203// CTR :TRHU1917077//ETA : 27/07 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000055		SERVIDIO PABLO ANTONIO	LOGOSOL AB #351237	18001IC04185769J	22/08/2018	LOGOSOL AB #266669
18	GMCI	18-GMCI-000054		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16682 // INV#07096V1	18001TRM4004123P	05/07/2018	PIMENTON EN POLVO//ETA: 29/06/2018 // T.4 // BUQUE: CAP SAN VICENT//                                OJO FITOSANITARIO // SENASA EMBALAJES
18	GMCI	18-GMCI-000053		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16674 /INV#PISS17-18/669	18001TRM4003939G	26/06/2018	NUEZ // COMINO // CURCUMA // ETA: 21/06 EN TRP // FITOSANITARIO // SENASA MADERA
18	GMCI	18-GMCI-000052		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. A 12	18001IC05015407Y	11/07/2018	4903
18	GMCI	18-GMCI-000051		CYPRES SA	LATINBOOKS INTERNATIONAL SA A 15	18001IC05015418Z	11/07/2018	4901
18	GMCI	18-GMCI-000050		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16588 // INV#2009	18001TRM4003655B	08/06/2018	PEREJIL//OREGANO//SEMILLAS DE COMINO//HOJAS DE LAUREL// ETA: 06/06/2018 // T.4 // BUQUE MAERSK LINS// OJO FITOSANITARIO
18	GMCI	18-GMCI-000049		CIRCULO LATINO AUSTRAL S.A	CAMION JUNIO CADIEX INTERNATIONAL	18001SIMI207809T	15/06/2018	 
18	GMCI	18-GMCI-000048		MULTI HOUSING LAUNDRY S.A.	GIRBAU INC.#I-318179	18001IC04193127T	30/08/2018	IMPO:01-2018_REPUESTOS PARA LAVADORAS/ SECADORAS
18	GMCI	18-GMCI-000047		NOVELIBRO SA	VERONICA VAZQUEZ SARAVIA #282458	18001IC04145890A	03/07/2018	DIDACTICA INICIAL DIDACTICA PRIMARIA
18	GMCI	18-GMCI-000046		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16522//INV# 18UWN1845	18001TRM4003665C	08/06/2018	PAPEL FILTRO // ETA 06/06 // EXO_BUQUE: MSC LORETTA // SENASA MADERA
18	GMCI	18-GMCI-000045		LEDARGSA S.A.	INV# 03877/03878	18001IC04167442U	30/07/2018	CONTENEDOR# 04/18  // HLCUPTY180643196// CTR : UACU3453060//ETA : 27/07 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000044		FERREYRA DIEGO JEREMIAS	INV # 20180413.02	18073IC04090545F	01/06/2018	SENSORES DE ESTACIONAMIENTO
18	GMCI	18-GMCI-000043		LEDARGSA S.A.	INV# 03875 y 03876	18001IC04167394D	30/07/2018	CONTENEDOR# 03/18  // HLCUPTY180643174 // CTR : UACU3826457//ETA : 27/07 //BUQUE: UASC BUBIYAN // EXOLGAN
18	GMCI	18-GMCI-000042		CYPRES SA	LATINBOOKS INTERNATIONAL SA # A 2	18001IC05011581N	21/05/2018	PEDIDO 4901
18	GMCI	18-GMCI-000041		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA_16351 // INV#006/18	18001TRM4002896H	04/05/2018	PIMIENTA BLANCA Y NEGRA // BUQUE : NORDAMELIA // ETA: 28/04 A TRP// CTR : HASU111183880//             OJO FITOSANITARIO  
18	GMCI	18-GMCI-000040		BORATEX SRL	INV# SH180426-1	18073IC04075486M	08/05/2018	AGUJAS
18	GMCI	18-GMCI-000039		LEDARGSA S.A.	INV# 03777,03778 Y 03779	18001IC04118662U	28/05/2018	CONTENEDOR# 02/18  // HLCUPTY180442186 // CTR : TRLU9172477 // ETA: 18/05 EXO // E.R.CANADA
18	GMCI	18-GMCI-000038		CYPRES SA	LATINBOOKS INTERNATIONAL SA # A 3	18001IC05011588U	21/05/2018	PEDIDO CAMION MAYO 4903
18	GMCI	18-GMCI-000037		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA 16277 // INV# 18UWN1350	18001TRM4002623S	23/04/2018	PAPEL FILTRO // BUQUE : MSC CADIZ // ETA: 19/04 EXO // CTR : MEDU6912066 //             OJO SENASA MADERA
18	GMCI	18-GMCI-000036		CYPRES SA	ANULADA	18001SIMI140383M	20/04/2018	Pedido Abril 4903 1
18	GMCI	18-GMCI-000035		PROEME	PROEME_ABRIL2018	18001SIMI132250G	16/04/2018	 
18	GMCI	18-GMCI-000034		BIASSONI E HIJOS S.A.I.C.A.	IM : 13470 // INV# HT171001	18001TRM4002505R	16/04/2018	PODADORES//PIEZAS PARA CIZALLAS // BUQUE : CAP SAN VICENTE // ETA : 30/03 //  DE T.4  A ADUANA SANTA FÉ.
18	GMCI	18-GMCI-000033		EFEPE S.A.	VALO INTERNATIONAL CO.,LTD V-180406	18073IC04089601G	31/05/2018	 
18	GMCI	18-GMCI-000032		GM CARGO SRL	PERTILCO CABEZALES	18008TRM4000258E	06/04/2018	TRM4 Nº 6=  DE ZARATE / CAMPANA  A UY_CASE IH 40 HEADERS
18	GMCI	18-GMCI-000031		EFEPE S.A.	VALO INTERNATIONAL LF-48-18	18001SIMI145438S	25/04/2018	 
18	GMCI	18-GMCI-000030		CYPRES SA	LATINBOOKS INV 2541 A 2545	18001IC05007816T	04/04/2018	Camion Zona Franca Pedido Marzo 4901
18	GMCI	18-GMCI-000029		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA _16114 /IHR2018000000033	18001TRM4002313Y	05/04/2018	OREGANO // CTR: BSIU9273889 // T.4 // FITOSANITARIO
18	GMCI	18-GMCI-000028		CIRCULO LATINO AUSTRAL S.A	CADIEX INTERNATIONAL SA INV: 2051	18001IC05009064Z	18/04/2018	FCB 0002-158
18	GMCI	18-GMCI-000027		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA _16095 /INV# 18UWN0710	18001TRM4001961W	19/03/2018	PAPEL FILTRO // MSC MARGARITA // MEDU6632471 // ETA : 15/03 EXOLGAN // SENASA MADERA
18	GMCI	18-GMCI-000026		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. INV:0000000101	18001IC04102853P	08/05/2018	 
18	GMCI	18-GMCI-000025		CIRCULO LATINO AUSTRAL S.A	Cadiex Internacional S.A. 2045	18001IC05008441Y	11/04/2018	FCB0002-157
18	GMCI	18-GMCI-000024		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA15751 _INV_RFK(SA)-001/18	18001TRM4001754W	09/03/2018	CAFE SOLUBLE // BOMAR RESOLVE // TRP  // CTR : TCLU346799-6                              ***TENER EN CUENTA EL  CERTIFICADO DE LIBRE CIRCULACION***
18	GMCI	18-GMCI-000023		CIRCULO LATINO AUSTRAL S.A	CIRANDA CULTURAL PUBLISHING #011-2017	18001IC04119807W	29/05/2018	Pedido Princesas / Dinosaurios.
18	GMCI	18-GMCI-000022		PROEME	4901/ FEBRERO	18001SIMI073611L	27/02/2018	 
18	GMCI	18-GMCI-000021		GM CARGO SRL	INV# FTCNH170106258	18008TRM4000201P	28/02/2018	TRM4 Nº 5  =  DE ZARATE / CAMPANA  A URUGUAY_cnee/CORPORACION DE MAQUINARIA S.A.
18	GMCI	18-GMCI-000020		SCAME ARGENTINA S.A.	SCAME IT#200163 / 200166	18001IC04075716W	04/04/2018	IMPORT. 1X40GP_ PROCED. ITALIA_TERMINAL 4
18	GMCI	18-GMCI-000019		GM CARGO SRL	INV# FTCNH170106870	18008TRM4000200Y	28/02/2018	TRM4 Nº 4  =  DE ZARATE / CAMPANA  A URUGUAY_cnee/CORPORACION DE MAQUINARIA S.A.
18	GMCI	18-GMCI-000018		LEDARGSA S.A.	CNP#03739 / 03740	18001IC04074155S	03/04/2018	PANAMA 2018-002 1X40HC
18	GMCI	18-GMCI-000017		CYPRES SA	LATINBOOKS INT 2500 A 2503	18001IC05004432K	26/02/2018	 
18	GMCI	18-GMCI-000016		SCAME ARGENTINA S.A.	INV # 200151	18073IC04026913D	16/02/2018	AEREO # 22
18	GMCI	18-GMCI-000015		SCAME ARGENTINA S.A.	TECHNO#TF95	18073IC04024512T	09/02/2018	TECHNO //  AEREO 21
18	GMCI	18-GMCI-000014		EPIFANIO JIMENEZ E HIJOS S.A.	OPCBA 15897// INV# 18UWN0038	18001TRM4001018P	07/02/2018	PAPEL FILTRO // TRHU2282371 // MSC KRYSTAL EN EXOLGAN
18	GMCI	18-GMCI-000013		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. INV 0000000098	18001IC04071226Y	27/03/2018	POCOYO // ENERO 2018
18	GMCI	18-GMCI-000012		SCAME ARGENTINA S.A.	INV # 200077	18073IC04027055B	16/02/2018	AEREO # 20
18	GMCI	18-GMCI-000011		SPORT SERVICES S.R.L.	1ER  PEDIDO GOBIERNO	18001SIMI030946P	22/01/2018	FOLIO ABIERTO PARA PODER TIRAR SIMI 3926
18	GMCI	18-GMCI-000009		SPORT SERVICES S.R.L.	AMK SPORTS INV: 762-18/AMK	18001IC04106732P	11/05/2018	 
18	GMCI	18-GMCI-000008		CYPRES SA	LATINBOOKS INT 2497 A 2499	18001IC05004440J	26/02/2018	PEDIDO ENERO /FEBRERO 4903
18	GMCI	18-GMCI-000007		NOVELIBRO SA	VERONICA VAZQUE INV. 282457	18001IC04027545T	30/01/2018	LIBRO DIDACTICA INICIAL 1º envio anual
18	GMCI	18-GMCI-000006		CYPRES SA	LATINBOOKS INT 2486 A 2489	18001IC05002187P	29/01/2018	 
18	GMCI	18-GMCI-000005		SCAME ARGENTINA S.A.	INV # 201941 / 201942	18001IC04032056M	05/02/2018	MARITIMO # 9
18	GMCI	18-GMCI-000004		CIRCULO LATINO AUSTRAL S.A	PUNTOCOM EDITORA S.A. 0000000096	18001IC04037849E	15/02/2018	MCD
18	GMCI	18-GMCI-000003		LEDARGSA S.A.	INV # 03667 / 03668/03669	18001IC04015044K	16/01/2018	#CONTENEDOR 15/17 // HLCUPTY171242700 // AMFU3161595 // EXOLGAN MSC LUDOVICA  12/01 //
